,Federal Provider Number,Provider Name,Provider State,Survey Date,Survey Type,Deficiency Prefix,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency
80264,045409,"PRAIRIE GROVE HEALTH AND REHABILITATION, LLC",AR,07/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/01/2018,2,Y,False
80268,015192,"ARBOR SPRINGS HEALTH AND REHAB CENTER, LTD",AL,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/26/2018,2,Y,False
80282,015397,WINDSOR HOUSE,AL,04/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/10/2018,2,Y,False
80286,015159,DIVERSICARE OF ONEONTA,AL,10/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/29/2018,2,Y,False
80296,015195,VILLAGE AT COOK SPRINGS SKILLED NURSING FACILITY,AL,08/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/20/2018,2,Y,False
80318,035111,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,AZ,04/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,J,"Deficient, Provider has date of correction",06/08/2018,2,Y,False
80320,015203,ATTALLA HEALTH AND REHAB,AL,08/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/07/2018,2,Y,False
80322,045178,GENERAL BAPTIST NURSING HOME OF PIGGOTT,AR,08/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/21/2018,2,Y,False
80346,015209,DIVERSICARE OF BESSEMER,AL,01/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/29/2018,2,Y,False
80383,045337,HEATHER MANOR NURSING AND REHABILITATION CENTER,AR,05/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/10/2018,2,Y,False
80384,045452,LAWRENCE HALL HEALTH & REHABILITATION,AR,06/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/15/2018,2,Y,False
80420,045134,COMMUNITY COMPASSION CENTER OF JONESBORO,AR,05/24/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/23/2018,2,Y,False
80433,025019,PETERSBURG MEDICAL CENTER LTC,AK,04/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",06/18/2018,2,Y,False
80449,035110,SUN WEST CHOICE HEALTHCARE & REHAB,AZ,04/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/12/2018,2,Y,False
80464,055017,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",CA,06/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/07/2018,2,Y,False
80479,015158,PERRY COUNTY NURSING HOME,AL,03/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/11/2018,2,Y,False
80488,015176,"CROSSVILLE HEALTH AND REHABILITATION, LLC",AL,09/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/01/2018,2,Y,False
80517,015144,AHAVA HEALTHCARE OF ALABASTER,AL,09/27/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/31/2018,2,N,True
80518,045306,HILLCREST CARE AND REHAB,AR,08/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/14/2018,2,Y,False
80524,045334,"THE WATERS OF NEWPORT, LLC",AR,07/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/30/2018,2,N,True
80528,015117,"OAK KNOLL HEALTH AND REHABILITATION, LLC",AL,04/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/17/2018,2,Y,False
80542,045195,COMMUNITY COMPASSION CENTER OF WEST MEMPHIS,AR,10/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/02/2018,2,N,True
80551,025037,YUKON KUSKOKWIM ELDER'S HOME,AK,02/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",03/19/2018,2,Y,False
80567,015321,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",AL,07/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/07/2018,2,Y,False
80661,045357,SOMERSET SENIOR LIVING AT PREMIER,AR,07/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/17/2018,2,N,True
80663,015420,CUMBERLAND HEALTH AND REHAB,AL,07/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/04/2018,2,Y,False
80670,045177,"CRESTPARK DEWITT, LLC",AR,11/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/16/2018,2,Y,False
80687,045300,PARIS HEALTH AND REHABILITATION CENTER,AR,09/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/19/2018,2,Y,False
80715,045275,ADVANCED HEALTH AND REHAB OF UNION COUNTY,AR,09/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/05/2018,2,N,True
80767,04A293,ARKANSAS HEALTH CENTER,AR,02/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",03/12/2018,2,Y,True
80774,015031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,AL,08/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/04/2018,2,Y,False
80787,015009,"BURNS NURSING HOME, INC.",AL,08/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/05/2018,2,Y,False
80845,045308,HERITAGE LIVING CENTER,AR,08/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/02/2018,2,Y,False
80860,045398,NORTH HILLS LIFE CARE AND REHAB,AR,08/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/15/2018,2,Y,False
80864,045267,LEGACY HEALTH AND REHABILITATION CENTER,AR,04/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/11/2018,2,N,True
80870,045211,ARKANSAS NURSING AND REHABILITATION CENTER,AR,05/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/29/2018,2,N,True
80895,055034,MOTION PICTURE AND T.V. HOSP D/P SNF,CA,11/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/20/2018,2,Y,False
80908,015101,ALTOONA  HEALTH & REHAB,AL,02/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/12/2018,2,Y,False
80910,015373,HENRY COUNTY HEALTH AND REHABILITATION FACILITY,AL,06/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/19/2018,2,Y,False
80924,015196,DIVERSICARE OF LANETT,AL,03/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/19/2018,2,Y,False
80926,035132,CORONADO HEALTHCARE CENTER,AZ,12/21/2017,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/31/2018,2,Y,False
80947,045387,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",AR,05/24/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",06/15/2018,2,Y,False
80949,015153,ARLINGTON REHABILITATION & HEALTHCARE CENTER,AL,03/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/19/2018,2,Y,False
80950,045434,KATHERINE'S PLACE AT WEDINGTON,AR,06/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/29/2018,2,Y,False
80956,045300,PARIS HEALTH AND REHABILITATION CENTER,AR,02/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/23/2018,2,N,True
81004,015149,SUNSET MANOR,AL,08/29/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/03/2018,2,Y,False
81015,015175,WESLEY PLACE ON HONEYSUCKLE,AL,08/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/04/2018,2,Y,False
81030,015212,SELF HEALTH CARE & REHAB CENTER INC,AL,03/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/22/2018,2,Y,False
81034,055011,ACACIA PARK NURSING & REHAB CENTER,CA,05/04/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/22/2018,2,Y,False
81051,045401,WHITE RIVER HEALTHCARE,AR,01/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",02/11/2018,2,Y,False
81052,055056,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",CA,11/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/12/2018,2,Y,False
81063,045381,GREENBRIER NURSING AND REHABILITATION CENTER,AR,11/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/29/2018,2,Y,False
81133,015464,"ASPIRE PHYSICAL RECOVERY CENTER AT HOOVER, LLC",AL,07/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/06/2018,2,N,True
81135,045364,CHAPEL RIDGE HEALTH AND REHAB,AR,04/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/11/2018,2,Y,False
81140,035243,LIFESTREAM AT SUN RIDGE,AZ,03/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/17/2018,2,Y,False
81173,045184,LAKE VILLAGE REHABILITATION AND CARE CENTER,AR,11/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/30/2018,2,Y,False
81177,015179,PARKWOOD HEALTH CARE FACILITY,AL,10/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",11/29/2018,2,Y,False
81182,055070,SEACREST CONVALESCENT HOSPITAL,CA,08/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",09/24/2018,2,Y,False
81184,045456,PINK BUD HOME FOR THE GOLDEN YEARS,AR,02/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",03/04/2018,2,Y,False
81202,015201,"GENERATIONS OF RED BAY, LLC",AL,07/25/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/27/2018,2,Y,False
81210,015167,MARION REGIONAL NURSING HOME,AL,08/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/23/2018,2,Y,False
81211,055093,SOUTH MARIN HEALTH & WELLNESS CENTER,CA,05/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",07/30/2018,2,Y,False
81212,045356,"SILOAM HEALTHCARE, LLC",AR,11/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/30/2018,2,Y,False
81217,025020,DENALI CENTER,AK,01/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/28/2018,2,Y,False
81226,045140,COMMUNITY COMPASSION CENTER OF SEARCY,AR,10/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",11/18/2018,2,Y,False
81245,045168,"JOHNSON COUNTY HEALTH AND REHAB, LLC",AR,05/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/15/2018,2,Y,False
81256,015027,"WETUMPKA HEALTH AND REHABILITATION, LLC",AL,04/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/18/2018,2,Y,False
